Date	matchname	Gender	WinningTeam	Byrun	Bywicket	Overs	Team1	Team2	TossWinner	TossDecision	Venue	MatchId
2017-08-20	India tour of Sri Lanka--202	male	India		9.0	50	Sri Lanka	India	India	field	Rangiri Dambulla International Stadium	202.0
2017-08-24	India tour of Sri Lanka--203	male	India		3.0	50	Sri Lanka	India	India	field	Pallekele International Cricket Stadium	203.0
2017-08-27	India tour of Sri Lanka--204	male	India		6.0	50	Sri Lanka	India	Sri Lanka	bat	Pallekele International Cricket Stadium	204.0
2017-08-31	India tour of Sri Lanka--205	male	India	168.0		50	India	Sri Lanka	India	bat	R.Premadasa Stadium, Khettarama	205.0
2017-09-03	India tour of Sri Lanka--206	male	India		6.0	50	Sri Lanka	India	Sri Lanka	bat	R.Premadasa Stadium, Khettarama	206.0
2018-02-25	England tour of Australia and New Zealand--207	male	New Zealand		3.0	50	England	New Zealand	New Zealand	field	Seddon Park	207.0
2018-02-28	England tour of Australia and New Zealand--208	male	England		6.0	50	New Zealand	England	England	field	Bay Oval	208.0
2018-03-03	England tour of Australia and New Zealand--209	male	England	4.0		50	England	New Zealand	New Zealand	field	Westpac Stadium	209.0
2018-03-07	England tour of Australia and New Zealand--210	male	New Zealand		5.0	50	England	New Zealand	New Zealand	field	University Oval	210.0
2018-03-10	England tour of Australia and New Zealand--211	male	England		7.0	50	New Zealand	England	England	field	Hagley Oval	211.0
2017-12-20	West Indies tour of New Zealand--212	male	New Zealand		5.0	50	West Indies	New Zealand	New Zealand	field	Cobham Oval (New)	212.0
2017-12-23	West Indies tour of New Zealand--213	male	New Zealand	204.0		50	New Zealand	West Indies	West Indies	field	Hagley Oval	213.0
2017-12-26	West Indies tour of New Zealand--214	male	New Zealand	66.0		50	New Zealand	West Indies	New Zealand	bat	Hagley Oval	214.0
2018-01-06	Pakistan tour of New Zealand--215	male	New Zealand	61.0		50	New Zealand	Pakistan	Pakistan	field	Basin Reserve	215.0
2018-01-09	Pakistan tour of New Zealand--216	male	New Zealand		8.0	50	Pakistan	New Zealand	Pakistan	bat	Saxton Oval	216.0
2018-01-13	Pakistan tour of New Zealand--217	male	New Zealand	183.0		50	New Zealand	Pakistan	New Zealand	bat	University Oval	217.0
2018-01-16	Pakistan tour of New Zealand--218	male	New Zealand		5.0	50	Pakistan	New Zealand	Pakistan	bat	Seddon Park	218.0
2018-01-19	Pakistan tour of New Zealand--219	male	New Zealand	15.0		50	New Zealand	Pakistan	New Zealand	bat	Basin Reserve	219.0
2017-09-17	Australia tour of India--220	male	India	26.0		50	India	Australia	India	bat	MA Chidambaram Stadium, Chepauk	220.0
2017-09-21	Australia tour of India--221	male	India	50.0		50	India	Australia	India	bat	Eden Gardens	221.0
2017-09-24	Australia tour of India--222	male	India		5.0	50	Australia	India	Australia	bat	Holkar Cricket Stadium	222.0
2017-09-28	Australia tour of India--223	male	Australia	21.0		50	Australia	India	Australia	bat	M.Chinnaswamy Stadium	223.0
2017-10-01	Australia tour of India--224	male	India		7.0	50	Australia	India	Australia	bat	Vidarbha Cricket Association Stadium, Jamtha	224.0
2018-06-13	Australia tour of England--225	male	England		3.0	50	Australia	England	Australia	bat	Kennington Oval	225.0
2018-06-16	Australia tour of England--226	male	England	38.0		50	England	Australia	Australia	field	Sophia Gardens	226.0
2018-06-19	Australia tour of England--227	male	England	242.0		50	England	Australia	Australia	field	Trent Bridge	227.0
2018-06-21	Australia tour of England--228	male	England		6.0	50	Australia	England	Australia	bat	Riverside Ground	228.0
2018-06-24	Australia tour of England--229	male	England		1.0	50	Australia	England	Australia	bat	Old Trafford	229.0
2018-07-12	India tour of Ireland and England--230	male	India		8.0	50	England	India	India	field	Trent Bridge	230.0
2018-07-14	India tour of Ireland and England--231	male	England	86.0		50	England	India	England	bat	Lord's	231.0
2018-07-17	India tour of Ireland and England--232	male	England		8.0	50	India	England	England	field	Headingley	232.0
2017-10-22	New Zealand tour of India--233	male	New Zealand		6.0	50	India	New Zealand	India	bat	Wankhede Stadium	233.0
2017-10-25	New Zealand tour of India--234	male	India		6.0	50	New Zealand	India	New Zealand	bat	Maharashtra Cricket Association Stadium	234.0
2017-10-29	New Zealand tour of India--235	male	India	6.0		50	India	New Zealand	New Zealand	field	Green Park	235.0
2017-10-13	Pakistan tour of United Arab Emirates--236	male	Pakistan	83.0		50	Pakistan	Sri Lanka	Sri Lanka	field	Dubai International Cricket Stadium	236.0
2017-10-16	Pakistan tour of United Arab Emirates--237	male	Pakistan	32.0		50	Pakistan	Sri Lanka	Pakistan	bat	Sheikh Zayed Stadium	237.0
2017-10-18	Pakistan tour of United Arab Emirates--238	male	Pakistan		7.0	50	Sri Lanka	Pakistan	Sri Lanka	bat	Sheikh Zayed Stadium	238.0
2017-10-20	Pakistan tour of United Arab Emirates--239	male	Pakistan		7.0	50	Sri Lanka	Pakistan	Sri Lanka	bat	Sharjah Cricket Stadium	239.0
2017-10-23	Pakistan tour of United Arab Emirates--240	male	Pakistan		9.0	50	Sri Lanka	Pakistan	Sri Lanka	bat	Sharjah Cricket Stadium	240.0
2018-02-01	India tour of South Africa--241	male	India		6.0	50	South Africa	India	South Africa	bat	Kingsmead	241.0
2018-02-04	India tour of South Africa--242	male	India		9.0	50	South Africa	India	India	field	SuperSport Park	242.0
2018-02-07	India tour of South Africa--243	male	India	124.0		50	India	South Africa	South Africa	field	Newlands	243.0
2018-02-10	India tour of South Africa--244	male	South Africa		5.0	50	India	South Africa	India	bat	The Wanderers Stadium	244.0
2018-02-13	India tour of South Africa--245	male	India	73.0		50	India	South Africa	South Africa	field	St George's Park	245.0
2018-02-16	India tour of South Africa--246	male	India		8.0	50	South Africa	India	India	field	SuperSport Park	246.0
2017-12-10	Sri Lanka tour of India--247	male	Sri Lanka		7.0	50	India	Sri Lanka	Sri Lanka	field	Himachal Pradesh Cricket Association Stadium	247.0
2017-12-13	Sri Lanka tour of India--248	male	India	141.0		50	India	Sri Lanka	Sri Lanka	field	Punjab Cricket Association IS Bindra Stadium, Mohali	248.0
2017-12-17	Sri Lanka tour of India--249	male	India		8.0	50	Sri Lanka	India	India	field	Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium	249.0
2017-10-31	ICC Women's Championship--250	female	New Zealand	8.0		50	New Zealand	Pakistan	New Zealand	bat	Sharjah Cricket Stadium	250.0
2017-11-02	ICC Women's Championship--251	female	New Zealand		7.0	50	Pakistan	New Zealand	Pakistan	bat	Sharjah Cricket Stadium	251.0
2017-11-05	ICC Women's Championship--252	female	Pakistan		5.0	50	New Zealand	Pakistan	New Zealand	bat	Sharjah Cricket Stadium	252.0
2018-02-07	ICC Women's Championship--253	female	India	178.0		50	India	South Africa	South Africa	field	Diamond Oval	253.0
2018-02-10	ICC Women's Championship--254	female	South Africa		7.0	50	India	South Africa	India	bat	Senwes Park	254.0
2017-12-06	ICC World Cricket League Championship--255	male	Hong Kong	23.0		50	Hong Kong	Papua New Guinea	Papua New Guinea	field	ICC Academy	255.0
2017-12-05	Afghanistan tour of United Arab Emirates--256	male	Afghanistan	138.0		50	Afghanistan	Ireland	Ireland	field	Sharjah Cricket Stadium	256.0
2017-12-07	Afghanistan tour of United Arab Emirates--257	male	Ireland	51.0		50	Ireland	Afghanistan	Ireland	bat	Sharjah Cricket Stadium	257.0
2017-12-10	Afghanistan tour of United Arab Emirates--258	male	Ireland		5.0	50	Afghanistan	Ireland	Afghanistan	bat	Sharjah Cricket Stadium	258.0
2018-06-09	ICC Women's Championship--259	female	South Africa		7.0	50	England	South Africa	England	bat	County Ground, New Road	259.0
2018-06-12	ICC Women's Championship--260	female	England	69.0		50	England	South Africa	South Africa	field	County Ground	260.0
2018-06-15	ICC Women's Championship--261	female	England		7.0	50	South Africa	England	South Africa	bat	St Lawrence Ground	261.0
2018-07-07	ICC Women's Championship--262	female	England	142.0		50	England	New Zealand	England	bat	Headingley	262.0
2018-07-10	ICC Women's Championship--263	female	England	123.0		50	England	New Zealand	England	bat	County Ground	263.0
2018-07-13	ICC Women's Championship--264	female	New Zealand		4.0	50	England	New Zealand	England	bat	Grace Road	264.0
2018-01-15	Tri-Nation Tournament in Bangladesh--265	male	Bangladesh		8.0	50	Zimbabwe	Bangladesh	Bangladesh	field	Shere Bangla National Stadium, Mirpur	265.0
2018-01-17	Tri-Nation Tournament in Bangladesh--266	male	Zimbabwe	12.0		50	Zimbabwe	Sri Lanka	Sri Lanka	field	Shere Bangla National Stadium, Mirpur	266.0
2018-01-19	Tri-Nation Tournament in Bangladesh--267	male	Bangladesh	163.0		50	Bangladesh	Sri Lanka	Bangladesh	bat	Shere Bangla National Stadium, Mirpur	267.0
2018-01-21	Tri-Nation Tournament in Bangladesh--268	male	Sri Lanka		5.0	50	Zimbabwe	Sri Lanka	Zimbabwe	bat	Shere Bangla National Stadium, Mirpur	268.0
2018-01-23	Tri-Nation Tournament in Bangladesh--269	male	Bangladesh	91.0		50	Bangladesh	Zimbabwe	Bangladesh	bat	Shere Bangla National Stadium, Mirpur	269.0
2018-01-25	Tri-Nation Tournament in Bangladesh--270	male	Sri Lanka		10.0	50	Bangladesh	Sri Lanka	Bangladesh	bat	Shere Bangla National Stadium, Mirpur	270.0
2018-01-27	Tri-Nation Tournament in Bangladesh--271	male	Sri Lanka	79.0		50	Sri Lanka	Bangladesh	Sri Lanka	bat	Shere Bangla National Stadium, Mirpur	271.0
2018-03-12	ICC Women's Championship--272	female	Australia		8.0	50	India	Australia	India	bat	Reliance Stadium	272.0
2018-03-15	ICC Women's Championship--273	female	Australia	60.0		50	Australia	India	India	field	Reliance Stadium	273.0
2018-01-11	United Arab Emirates Tri-Nation Series--274	male	Ireland		4.0	50	United Arab Emirates	Ireland	Ireland	field	ICC Academy	274.0
2018-01-13	United Arab Emirates Tri-Nation Series--275	male	Ireland	67.0		50	Ireland	United Arab Emirates	Ireland	bat	ICC Academy	275.0
2018-01-16	United Arab Emirates Tri-Nation Series--276	male	Ireland		6.0	50	Scotland	Ireland	Ireland	field	ICC Academy	276.0
2018-01-18	United Arab Emirates Tri-Nation Series--277	male	Ireland	24.0		50	Ireland	Scotland	Ireland	bat	ICC Academy	277.0
2018-01-21	United Arab Emirates Tri-Nation Series--278	male	Scotland	31.0		50	Scotland	United Arab Emirates	United Arab Emirates	field	ICC Academy	278.0
2018-01-23	United Arab Emirates Tri-Nation Series--279	male	United Arab Emirates		4.0	50	Scotland	United Arab Emirates	Scotland	bat	ICC Academy	279.0
2018-04-09	England Women tour of India--280	female	England		8.0	50	India	England	India	bat	Vidarbha Cricket Association Stadium, Jamtha	280.0
2018-04-12	England Women tour of India--281	female	India		8.0	50	England	India	England	bat	Vidarbha Cricket Association Stadium, Jamtha	281.0
2018-03-04	ICC Cricket World Cup Qualifier (ICC Trophy)--282	male	Scotland		7.0	50	Afghanistan	Scotland	Scotland	field	Bulawayo Athletic Club	282.0
2018-03-06	ICC Cricket World Cup Qualifier (ICC Trophy)--283	male	Ireland		4.0	50	Papua New Guinea	Ireland	Ireland	field	Harare Sports Club	283.0
2018-03-06	ICC Cricket World Cup Qualifier (ICC Trophy)--284	male	West Indies	60.0		50	West Indies	United Arab Emirates	West Indies	bat	Old Hararians	284.0
2018-03-06	ICC Cricket World Cup Qualifier (ICC Trophy)--285	male	Zimbabwe	2.0		50	Zimbabwe	Afghanistan	Zimbabwe	bat	Queens Sports Club	285.0
2018-03-06	ICC Cricket World Cup Qualifier (ICC Trophy)--286	male	Scotland		4.0	50	Hong Kong	Scotland	Scotland	field	Bulawayo Athletic Club	286.0
2018-03-08	ICC Cricket World Cup Qualifier (ICC Trophy)--287	male	West Indies		6.0	50	Papua New Guinea	West Indies	Papua New Guinea	bat	Old Hararians	287.0
2018-03-08	ICC Cricket World Cup Qualifier (ICC Trophy)--288	male	Hong Kong	30.0		50	Hong Kong	Afghanistan	Afghanistan	field	Bulawayo Athletic Club	288.0
2018-03-10	ICC Cricket World Cup Qualifier (ICC Trophy)--289	male	West Indies	52.0		50	West Indies	Ireland	Ireland	field	Harare Sports Club	289.0
2018-03-10	ICC Cricket World Cup Qualifier (ICC Trophy)--290	male	Zimbabwe	89.0		50	Zimbabwe	Hong Kong	Hong Kong	field	Queens Sports Club	290.0
2018-03-12	ICC Cricket World Cup Qualifier (ICC Trophy)--291	male	Ireland	226.0		50	Ireland	United Arab Emirates	United Arab Emirates	field	Old Hararians	291.0
2018-03-12	ICC Cricket World Cup Qualifier (ICC Trophy)--292	male	no result			50	Zimbabwe	Scotland	Zimbabwe	bat	Queens Sports Club	292.0
2018-03-15	ICC Cricket World Cup Qualifier (ICC Trophy)--293	male	Afghanistan		3.0	50	West Indies	Afghanistan	West Indies	bat	Harare Sports Club	293.0
2018-03-15	ICC Cricket World Cup Qualifier (ICC Trophy)--294	male	Scotland	73.0		50	Scotland	United Arab Emirates	Scotland	bat	Queens Sports Club	294.0
2018-03-16	ICC Cricket World Cup Qualifier (ICC Trophy)--295	male	Zimbabwe	107.0		50	Zimbabwe	Ireland	Ireland	field	Harare Sports Club	295.0
2018-03-17	ICC Cricket World Cup Qualifier (ICC Trophy)--296	male	Papua New Guinea	58.0		50	Papua New Guinea	Hong Kong	Papua New Guinea	bat	Old Hararians	296.0
2018-03-18	ICC Cricket World Cup Qualifier (ICC Trophy)--297	male	Ireland	25.0		50	Ireland	Scotland	Scotland	field	Harare Sports Club	297.0
2018-03-19	ICC Cricket World Cup Qualifier (ICC Trophy)--298	male	West Indies		4.0	50	Zimbabwe	West Indies	Zimbabwe	bat	Harare Sports Club	298.0
2018-03-20	ICC Cricket World Cup Qualifier (ICC Trophy)--299	male	Afghanistan		5.0	50	United Arab Emirates	Afghanistan	United Arab Emirates	bat	Old Hararians	299.0
2018-03-21	ICC Cricket World Cup Qualifier (ICC Trophy)--300	male	West Indies	5.0		50	West Indies	Scotland	Scotland	field	Harare Sports Club	300.0
2018-03-22	ICC Cricket World Cup Qualifier (ICC Trophy)--301	male	United Arab Emirates	3.0		50	United Arab Emirates	Zimbabwe	Zimbabwe	field	Harare Sports Club	301.0
2018-03-23	ICC Cricket World Cup Qualifier (ICC Trophy)--302	male	Afghanistan		5.0	50	Ireland	Afghanistan	Ireland	bat	Harare Sports Club	302.0
2018-03-25	ICC Cricket World Cup Qualifier (ICC Trophy)--303	male	Afghanistan		7.0	50	West Indies	Afghanistan	West Indies	bat	Harare Sports Club	303.0
2018-02-09	Afghanistan tour of United Arab Emirates--304	male	Afghanistan	154.0		50	Afghanistan	Zimbabwe	Afghanistan	bat	Sharjah Cricket Stadium	304.0
2018-02-11	Afghanistan tour of United Arab Emirates--305	male	Zimbabwe	154.0		50	Zimbabwe	Afghanistan	Zimbabwe	bat	Sharjah Cricket Stadium	305.0
2018-02-13	Afghanistan tour of United Arab Emirates--306	male	Afghanistan		6.0	50	Zimbabwe	Afghanistan	Zimbabwe	bat	Sharjah Cricket Stadium	306.0
2018-02-16	Afghanistan tour of United Arab Emirates--307	male	Afghanistan		10.0	50	Zimbabwe	Afghanistan	Zimbabwe	bat	Sharjah Cricket Stadium	307.0
2018-02-19	Afghanistan tour of United Arab Emirates--308	male	Afghanistan	146.0		50	Afghanistan	Zimbabwe	Afghanistan	bat	Sharjah Cricket Stadium	308.0
2018-03-04	ICC Cricket World Cup Qualifier (ICC Trophy)--309	male	United Arab Emirates	56.0		50	United Arab Emirates	Papua New Guinea	Papua New Guinea	field	Harare Sports Club	309.0
2018-03-04	ICC Women's Championship--310	female	New Zealand	1.0		50	New Zealand	West Indies	West Indies	field	Bert Sutcliffe Oval	310.0
2018-03-08	ICC Women's Championship--311	female	New Zealand		8.0	50	West Indies	New Zealand	New Zealand	field	Bert Sutcliffe Oval	311.0
2018-03-11	ICC Women's Championship--312	female	New Zealand	205.0		50	New Zealand	West Indies	West Indies	field	Hagley Oval	312.0
2018-03-22	ICC Women's Championship--313	female	Pakistan	94.0		50	Pakistan	Sri Lanka	Pakistan	bat	Rangiri Dambulla International Stadium	313.0
2018-03-24	ICC Women's Championship--314	female	Pakistan	108.0		50	Pakistan	Sri Lanka	Pakistan	bat	Rangiri Dambulla International Stadium	314.0
2018-10-10	England tour of Sri Lanka--315	male	no result			50	England	Sri Lanka	Sri Lanka	field	Rangiri Dambulla International Stadium	315.0
2018-10-13	England tour of Sri Lanka--316	male	England	31.0		50	England	Sri Lanka	Sri Lanka	field	Rangiri Dambulla International Stadium	316.0
2018-10-17	England tour of Sri Lanka--317	male	England		7.0	50	Sri Lanka	England	England	field	Pallekele International Cricket Stadium	317.0
2018-10-20	England tour of Sri Lanka--318	male	England	18.0		50	Sri Lanka	England	England	field	Pallekele International Cricket Stadium	318.0
2018-10-23	England tour of Sri Lanka--319	male	Sri Lanka	219.0		50	Sri Lanka	England	Sri Lanka	bat	R.Premadasa Stadium, Khettarama	319.0
2018-07-29	South Africa tour of Sri Lanka--320	male	South Africa		5.0	50	Sri Lanka	South Africa	Sri Lanka	bat	Rangiri Dambulla International Stadium	320.0
2018-08-01	South Africa tour of Sri Lanka--321	male	South Africa		4.0	50	Sri Lanka	South Africa	Sri Lanka	bat	Rangiri Dambulla International Stadium	321.0
2018-08-05	South Africa tour of Sri Lanka--322	male	South Africa	78.0		50	South Africa	Sri Lanka	Sri Lanka	field	Pallekele International Cricket Stadium	322.0
2018-08-08	South Africa tour of Sri Lanka--323	male	Sri Lanka	3.0		50	Sri Lanka	South Africa	South Africa	field	Pallekele International Cricket Stadium	323.0
2018-08-12	South Africa tour of Sri Lanka--324	male	Sri Lanka	178.0		50	Sri Lanka	South Africa	Sri Lanka	bat	R.Premadasa Stadium, Khettarama	324.0
2018-07-13	Pakistan tour of Zimbabwe--325	male	Pakistan	201.0		50	Pakistan	Zimbabwe	Zimbabwe	field	Queens Sports Club	325.0
2018-07-16	Pakistan tour of Zimbabwe--326	male	Pakistan		9.0	50	Zimbabwe	Pakistan	Zimbabwe	bat	Queens Sports Club	326.0
2018-07-18	Pakistan tour of Zimbabwe--327	male	Pakistan		9.0	50	Zimbabwe	Pakistan	Zimbabwe	bat	Queens Sports Club	327.0
2018-07-20	Pakistan tour of Zimbabwe--328	male	Pakistan	244.0		50	Pakistan	Zimbabwe	Pakistan	bat	Queens Sports Club	328.0
2018-07-22	Pakistan tour of Zimbabwe--329	male	Pakistan	131.0		50	Pakistan	Zimbabwe	Pakistan	bat	Queens Sports Club	329.0
2018-09-30	Zimbabwe tour of South Africa--330	male	South Africa		5.0	50	Zimbabwe	South Africa	South Africa	field	Diamond Oval	330.0
2018-10-03	Zimbabwe tour of South Africa--331	male	South Africa	120.0		50	South Africa	Zimbabwe	South Africa	bat	Mangaung Oval	331.0
2018-10-06	Zimbabwe tour of South Africa--332	male	South Africa		4.0	50	Zimbabwe	South Africa	Zimbabwe	bat	Boland Park	332.0
2019-01-19	Pakistan tour of South Africa--333	male	Pakistan		5.0	50	South Africa	Pakistan	South Africa	bat	St George's Park	333.0
2019-01-22	Pakistan tour of South Africa--334	male	South Africa		5.0	50	South Africa	Pakistan	South Africa	field	Kingsmead	334.0
